"Plot Title: 10084441_RUE18_CSO"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 10084441, SEN S/N: 10084441)","End Of File (LGR S/N: 10084441)"
311,13/11/20 19:49:52,13.942,
312,13/11/20 19:51:52,13.942,
313,13/11/20 19:53:52,13.942,
314,13/11/20 19:55:52,13.942,
315,13/11/20 19:57:52,14.038,
316,13/11/20 19:59:52,14.038,
317,13/11/20 20:01:52,14.134,
318,13/11/20 20:03:52,14.134,
319,13/11/20 20:05:52,14.038,
320,13/11/20 20:07:52,14.038,
321,13/11/20 20:09:52,13.942,
322,13/11/20 20:11:52,13.846,
323,13/11/20 20:13:52,13.750,
324,13/11/20 20:15:52,13.846,
325,13/11/20 20:17:52,13.942,
326,13/11/20 20:19:52,13.846,
327,13/11/20 20:21:52,13.846,
328,13/11/20 20:23:52,13.942,
329,13/11/20 20:25:52,13.846,
330,13/11/20 20:27:52,13.942,
331,13/11/20 20:29:52,14.038,
332,13/11/20 20:31:52,14.038,
333,13/11/20 20:33:52,13.942,
334,13/11/20 20:35:52,13.846,
335,13/11/20 20:37:52,13.942,
336,13/11/20 20:39:52,13.942,
337,13/11/20 20:41:52,13.846,
338,13/11/20 20:43:52,13.942,
339,13/11/20 20:45:52,14.038,
340,13/11/20 20:47:52,13.942,
341,13/11/20 20:49:52,13.942,
342,13/11/20 20:51:52,13.846,
343,13/11/20 20:53:52,14.038,
344,13/11/20 20:55:52,13.942,
345,13/11/20 20:57:52,14.038,
346,13/11/20 20:59:52,14.134,
347,13/11/20 21:01:52,14.038,
348,13/11/20 21:03:52,14.038,
349,13/11/20 21:05:52,14.038,
350,13/11/20 21:07:52,14.038,
351,13/11/20 21:09:52,13.942,
352,13/11/20 21:11:52,13.942,
353,13/11/20 21:13:52,14.038,
354,13/11/20 21:15:52,13.942,
355,13/11/20 21:17:52,13.942,
356,13/11/20 21:19:52,14.038,
357,13/11/20 21:21:52,14.038,
358,13/11/20 21:23:52,14.038,
359,13/11/20 21:25:52,14.038,
360,13/11/20 21:27:52,14.038,
361,13/11/20 21:29:52,13.942,
362,13/11/20 21:31:52,13.942,
363,13/11/20 21:33:52,13.750,
364,13/11/20 21:35:52,13.846,
365,13/11/20 21:37:52,13.942,
366,13/11/20 21:39:52,13.846,
367,13/11/20 21:41:52,13.942,
368,13/11/20 21:43:52,13.942,
369,13/11/20 21:45:52,14.038,
370,13/11/20 21:47:52,13.846,
371,13/11/20 21:49:52,13.846,
372,13/11/20 21:51:52,13.846,
373,13/11/20 21:53:52,13.942,
374,13/11/20 21:55:52,13.942,
375,13/11/20 21:57:52,14.038,
376,13/11/20 21:59:52,14.134,
377,13/11/20 22:01:52,14.038,
378,13/11/20 22:03:52,14.134,
379,13/11/20 22:05:52,14.230,
380,13/11/20 22:07:52,14.230,
381,13/11/20 22:09:52,14.230,
382,13/11/20 22:11:52,14.134,
383,13/11/20 22:13:52,14.134,
384,13/11/20 22:15:52,14.230,
385,13/11/20 22:17:52,14.230,
386,13/11/20 22:19:52,14.230,
387,13/11/20 22:21:52,14.230,
388,13/11/20 22:23:52,14.230,
389,13/11/20 22:25:52,14.134,
390,13/11/20 22:27:52,14.038,
391,13/11/20 22:29:52,14.038,
392,13/11/20 22:31:52,14.038,
393,13/11/20 22:33:52,14.134,
394,13/11/20 22:35:52,14.134,
395,13/11/20 22:37:52,14.038,
396,13/11/20 22:39:52,14.038,
397,13/11/20 22:41:52,13.942,
398,13/11/20 22:43:52,13.942,
399,13/11/20 22:45:52,13.942,
400,13/11/20 22:47:52,13.846,
401,13/11/20 22:49:52,13.846,
402,13/11/20 22:51:52,13.942,
403,13/11/20 22:53:52,13.846,
404,13/11/20 22:55:52,13.846,
405,13/11/20 22:57:52,13.846,
406,13/11/20 22:59:52,13.942,
407,13/11/20 23:01:52,13.942,
408,13/11/20 23:03:52,13.942,
409,13/11/20 23:05:52,13.942,
410,13/11/20 23:07:52,13.942,
411,13/11/20 23:09:52,13.942,
412,13/11/20 23:11:52,13.942,
413,13/11/20 23:13:52,13.846,
414,13/11/20 23:15:52,13.846,
415,13/11/20 23:17:52,13.846,
416,13/11/20 23:19:52,13.846,
417,13/11/20 23:21:52,13.846,
418,13/11/20 23:23:52,13.942,
419,13/11/20 23:25:52,14.038,
420,13/11/20 23:27:52,13.942,
421,13/11/20 23:29:52,13.942,
422,13/11/20 23:31:52,13.942,
423,13/11/20 23:33:52,14.038,
424,13/11/20 23:35:52,14.038,
425,13/11/20 23:37:52,14.134,
426,13/11/20 23:39:52,14.134,
427,13/11/20 23:41:52,14.134,
428,13/11/20 23:43:52,14.134,
429,13/11/20 23:45:52,14.134,
430,13/11/20 23:47:52,14.230,
431,13/11/20 23:49:52,14.134,
432,13/11/20 23:51:52,14.038,
433,13/11/20 23:53:52,14.038,
434,13/11/20 23:55:52,14.038,
435,13/11/20 23:57:52,14.038,
436,13/11/20 23:59:52,14.134,
437,14/11/20 00:01:52,14.134,
438,14/11/20 00:03:52,14.134,
439,14/11/20 00:05:52,14.325,
440,14/11/20 00:07:52,14.421,
441,14/11/20 00:09:52,14.421,
442,14/11/20 00:11:52,14.421,
443,14/11/20 00:13:52,14.325,
444,14/11/20 00:15:52,14.421,
445,14/11/20 00:17:52,14.325,
446,14/11/20 00:19:52,14.517,
447,14/11/20 00:21:52,14.613,
448,14/11/20 00:23:52,14.613,
449,14/11/20 00:25:52,14.709,
450,14/11/20 00:27:52,14.613,
451,14/11/20 00:29:52,14.517,
452,14/11/20 00:31:52,14.325,
453,14/11/20 00:33:52,14.325,
454,14/11/20 00:35:52,14.421,
455,14/11/20 00:37:52,14.517,
456,14/11/20 00:39:52,14.421,
457,14/11/20 00:41:52,14.325,
458,14/11/20 00:43:52,14.421,
459,14/11/20 00:45:52,14.325,
460,14/11/20 00:47:52,14.325,
461,14/11/20 00:49:52,14.230,
462,14/11/20 00:51:52,14.230,
463,14/11/20 00:53:52,14.325,
464,14/11/20 00:55:52,14.325,
465,14/11/20 00:57:52,14.230,
466,14/11/20 00:59:52,14.230,
467,14/11/20 01:01:52,14.230,
468,14/11/20 01:03:52,14.230,
469,14/11/20 01:05:52,14.230,
470,14/11/20 01:07:52,14.230,
471,14/11/20 01:09:52,14.325,
472,14/11/20 01:11:52,14.421,
473,14/11/20 01:13:52,14.421,
474,14/11/20 01:15:52,14.421,
475,14/11/20 01:17:52,14.325,
476,14/11/20 01:19:52,14.325,
477,14/11/20 01:21:52,14.325,
478,14/11/20 01:23:52,14.230,
479,14/11/20 01:25:52,14.325,
480,14/11/20 01:27:52,14.325,
481,14/11/20 01:29:52,14.325,
482,14/11/20 01:31:52,14.325,
483,14/11/20 01:33:52,14.325,
484,14/11/20 01:35:52,14.325,
485,14/11/20 01:37:52,14.230,
486,14/11/20 01:39:52,14.134,
487,14/11/20 01:41:52,14.038,
488,14/11/20 01:43:52,14.038,
489,14/11/20 01:45:52,14.134,
490,14/11/20 01:47:52,14.134,
491,14/11/20 01:49:52,14.038,
492,14/11/20 01:51:52,14.038,
493,14/11/20 01:53:52,14.134,
494,14/11/20 01:55:52,14.134,
495,14/11/20 01:57:52,14.038,
496,14/11/20 01:59:52,14.134,
497,14/11/20 02:01:52,14.038,
498,14/11/20 02:03:52,14.038,
499,14/11/20 02:05:52,14.134,
500,14/11/20 02:07:52,14.134,
501,14/11/20 02:09:52,14.230,
502,14/11/20 02:11:52,14.325,
503,14/11/20 02:13:52,14.325,
504,14/11/20 02:15:52,14.325,
505,14/11/20 02:17:52,14.230,
506,14/11/20 02:19:52,14.134,
507,14/11/20 02:21:52,14.134,
508,14/11/20 02:23:52,14.134,
509,14/11/20 02:25:52,14.038,
510,14/11/20 02:27:52,14.038,
511,14/11/20 02:29:52,13.942,
512,14/11/20 02:31:52,13.942,
513,14/11/20 02:33:52,14.134,
514,14/11/20 02:35:52,14.134,
515,14/11/20 02:37:52,14.230,
516,14/11/20 02:39:52,14.230,
517,14/11/20 02:41:52,14.134,
518,14/11/20 02:43:52,14.134,
519,14/11/20 02:45:52,14.230,
520,14/11/20 02:47:52,14.230,
521,14/11/20 02:49:52,14.325,
522,14/11/20 02:51:52,14.325,
523,14/11/20 02:53:52,14.325,
524,14/11/20 02:55:52,14.325,
525,14/11/20 02:57:52,14.325,
526,14/11/20 02:59:52,14.325,
527,14/11/20 03:01:52,14.421,
528,14/11/20 03:03:52,14.517,
529,14/11/20 03:05:52,14.517,
530,14/11/20 03:07:52,14.613,
531,14/11/20 03:09:52,14.517,
532,14/11/20 03:11:52,14.517,
533,14/11/20 03:13:52,14.517,
534,14/11/20 03:15:52,14.517,
535,14/11/20 03:17:52,14.517,
536,14/11/20 03:19:52,14.325,
537,14/11/20 03:21:52,14.134,
538,14/11/20 03:23:52,14.134,
539,14/11/20 03:25:52,14.038,
540,14/11/20 03:27:52,14.038,
541,14/11/20 03:29:52,14.134,
542,14/11/20 03:31:52,14.038,
543,14/11/20 03:33:52,14.134,
544,14/11/20 03:35:52,14.134,
545,14/11/20 03:37:52,14.134,
546,14/11/20 03:39:52,14.134,
547,14/11/20 03:41:52,14.230,
548,14/11/20 03:43:52,14.325,
549,14/11/20 03:45:52,14.325,
550,14/11/20 03:47:52,14.230,
551,14/11/20 03:49:52,14.325,
552,14/11/20 03:51:52,14.230,
553,14/11/20 03:53:52,14.325,
554,14/11/20 03:55:52,14.325,
555,14/11/20 03:57:52,14.325,
556,14/11/20 03:59:52,14.325,
557,14/11/20 04:01:52,14.421,
558,14/11/20 04:03:52,14.421,
559,14/11/20 04:05:52,14.421,
560,14/11/20 04:07:52,14.421,
561,14/11/20 04:09:52,14.325,
562,14/11/20 04:11:52,14.230,
563,14/11/20 04:13:52,14.134,
564,14/11/20 04:15:52,14.325,
565,14/11/20 04:17:52,14.421,
566,14/11/20 04:19:52,14.421,
567,14/11/20 04:21:52,14.517,
568,14/11/20 04:23:52,14.517,
569,14/11/20 04:25:52,14.613,
570,14/11/20 04:27:52,14.613,
571,14/11/20 04:29:52,14.421,
572,14/11/20 04:31:52,14.230,
573,14/11/20 04:33:52,14.230,
574,14/11/20 04:35:52,14.325,
575,14/11/20 04:37:52,14.230,
576,14/11/20 04:39:52,14.325,
577,14/11/20 04:41:52,14.230,
578,14/11/20 04:43:52,14.325,
579,14/11/20 04:45:52,14.421,
580,14/11/20 04:47:52,14.325,
581,14/11/20 04:49:52,14.230,
582,14/11/20 04:51:52,14.230,
583,14/11/20 04:53:52,14.230,
584,14/11/20 04:55:52,14.325,
585,14/11/20 04:57:52,14.325,
586,14/11/20 04:59:52,14.325,
587,14/11/20 05:01:52,14.421,
588,14/11/20 05:03:52,14.421,
589,14/11/20 05:05:52,14.421,
590,14/11/20 05:07:52,14.325,
591,14/11/20 05:09:52,14.325,
592,14/11/20 05:11:52,14.325,
593,14/11/20 05:13:52,14.325,
594,14/11/20 05:15:52,14.325,
595,14/11/20 05:17:52,14.421,
596,14/11/20 05:19:52,14.325,
597,14/11/20 05:21:52,14.421,
598,14/11/20 05:23:52,14.421,
599,14/11/20 05:25:52,14.421,
600,14/11/20 05:27:52,14.421,
601,14/11/20 05:29:52,14.325,
602,14/11/20 05:31:52,14.325,
603,14/11/20 05:33:52,14.325,
604,14/11/20 05:35:52,14.230,
605,14/11/20 05:37:52,14.134,
606,14/11/20 05:39:52,14.134,
607,14/11/20 05:41:52,14.134,
608,14/11/20 05:43:52,14.134,
609,14/11/20 05:45:52,14.134,
610,14/11/20 05:47:52,14.134,
611,14/11/20 05:49:52,14.134,
612,14/11/20 05:51:52,14.134,
613,14/11/20 05:53:52,14.134,
614,14/11/20 05:55:52,14.134,
615,14/11/20 05:57:52,14.230,
616,14/11/20 05:59:52,14.325,
617,14/11/20 06:01:52,14.421,
618,14/11/20 06:03:52,14.325,
619,14/11/20 06:05:52,14.230,
620,14/11/20 06:07:52,14.230,
621,14/11/20 06:09:52,14.230,
622,14/11/20 06:11:52,14.134,
623,14/11/20 06:13:52,14.134,
624,14/11/20 06:15:52,14.134,
625,14/11/20 06:17:52,14.230,
626,14/11/20 06:19:52,14.230,
627,14/11/20 06:21:52,14.230,
628,14/11/20 06:23:52,14.325,
629,14/11/20 06:25:52,14.325,
630,14/11/20 06:27:52,14.325,
631,14/11/20 06:29:52,14.325,
632,14/11/20 06:31:52,14.325,
633,14/11/20 06:33:52,14.230,
634,14/11/20 06:35:52,14.230,
635,14/11/20 06:37:52,14.325,
636,14/11/20 06:39:52,14.421,
637,14/11/20 06:41:52,14.517,
638,14/11/20 06:43:52,14.517,
639,14/11/20 06:45:52,14.613,
640,14/11/20 06:47:52,14.613,
641,14/11/20 06:49:52,14.517,
642,14/11/20 06:51:52,14.421,
643,14/11/20 06:53:52,14.421,
644,14/11/20 06:55:52,14.517,
645,14/11/20 06:57:52,14.613,
646,14/11/20 06:59:52,14.613,
647,14/11/20 07:01:52,14.517,
648,14/11/20 07:03:52,14.421,
649,14/11/20 07:05:52,14.325,
650,14/11/20 07:07:52,14.230,
651,14/11/20 07:09:52,14.325,
652,14/11/20 07:11:52,14.421,
653,14/11/20 07:13:52,14.421,
654,14/11/20 07:15:52,14.421,
655,14/11/20 07:17:52,14.325,
656,14/11/20 07:19:52,14.325,
657,14/11/20 07:21:52,14.230,
658,14/11/20 07:23:52,14.230,
659,14/11/20 07:25:52,14.230,
660,14/11/20 07:27:52,14.230,
661,14/11/20 07:29:52,14.230,
662,14/11/20 07:31:52,14.230,
663,14/11/20 07:33:52,14.134,
664,14/11/20 07:35:52,14.134,
665,14/11/20 07:37:52,14.325,
666,14/11/20 07:39:52,14.421,
667,14/11/20 07:41:52,14.517,
668,14/11/20 07:43:52,14.613,
669,14/11/20 07:45:52,14.613,
670,14/11/20 07:47:52,14.517,
671,14/11/20 07:49:52,14.517,
672,14/11/20 07:51:52,14.517,
673,14/11/20 07:53:52,14.421,
674,14/11/20 07:55:52,14.517,
675,14/11/20 07:57:52,14.421,
676,14/11/20 07:59:52,14.325,
677,14/11/20 08:01:52,14.230,
678,14/11/20 08:03:52,14.230,
679,14/11/20 08:05:52,14.230,
680,14/11/20 08:07:52,14.325,
681,14/11/20 08:09:52,14.325,
682,14/11/20 08:11:52,14.325,
683,14/11/20 08:13:52,14.325,
684,14/11/20 08:15:52,14.325,
685,14/11/20 08:17:52,14.230,
686,14/11/20 08:19:52,14.230,
687,14/11/20 08:21:52,14.134,
688,14/11/20 08:23:52,14.134,
689,14/11/20 08:25:52,14.134,
690,14/11/20 08:27:52,14.134,
691,14/11/20 08:29:52,14.134,
692,14/11/20 08:31:52,14.230,
693,14/11/20 08:33:52,14.325,
694,14/11/20 08:35:52,14.325,
695,14/11/20 08:37:52,14.230,
696,14/11/20 08:39:52,14.134,
697,14/11/20 08:41:52,14.038,
698,14/11/20 08:43:52,14.038,
699,14/11/20 08:45:52,14.134,
700,14/11/20 08:47:52,14.230,
701,14/11/20 08:49:52,14.421,
702,14/11/20 08:51:52,14.421,
703,14/11/20 08:53:52,14.517,
704,14/11/20 08:55:52,14.421,
705,14/11/20 08:57:52,14.325,
706,14/11/20 08:59:52,14.230,
707,14/11/20 09:01:52,14.134,
708,14/11/20 09:03:52,14.134,
709,14/11/20 09:05:52,14.134,
710,14/11/20 09:07:52,14.134,
711,14/11/20 09:09:52,14.134,
712,14/11/20 09:11:52,14.230,
713,14/11/20 09:13:52,14.230,
714,14/11/20 09:15:52,14.230,
715,14/11/20 09:17:52,14.230,
716,14/11/20 09:19:52,14.230,
717,14/11/20 09:21:52,14.230,
718,14/11/20 09:23:52,14.134,
719,14/11/20 09:25:52,14.134,
720,14/11/20 09:27:52,14.230,
721,14/11/20 09:29:52,14.421,
722,14/11/20 09:31:52,14.421,
723,14/11/20 09:33:52,14.421,
724,14/11/20 09:35:52,14.325,
725,14/11/20 09:37:52,14.325,
726,14/11/20 09:39:52,14.325,
727,14/11/20 09:41:52,14.421,
